image_id,source_dataset,dataset_version,image_path,split,task_type,subtype_label,severity_label,annotation_type,skin_tone,body_region,clinical_quality,dermatologist_verified,duplicate_cluster,source_weight,confidence_source,primary_use,condition_family,notes
kurnaz_000456,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-191_jpg.rf.a0c9751faf17b372142f143e58795b87.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 813.42.
kurnaz_000457,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-197_jpg.rf.3e08f172ad3783593d3d6f09b5914df4.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 184.34.
kurnaz_000458,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-203_jpg.rf.81c85919943866f8e856d6724eae0c3b.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 179.14.
kurnaz_000459,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-207_jpg.rf.8a60c3b59e4a9e0f1cad7e370dd77ea5.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 36.24.
kurnaz_000460,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-208_jpg.rf.6a0543944c7ec0abf4d3420ef5a48789.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 247.33.
kurnaz_000461,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-215_jpg.rf.03e0070c1d7b1425afb2fa5e61365358.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 290.15.
kurnaz_000462,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-215_jpg.rf.8ba2225c358d32fff5022b3c5fef3b89.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 330.94.
kurnaz_000463,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-218_jpg.rf.ce804a2e4ef6d119d4e442112589453d.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 294.24.
kurnaz_000464,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-222_jpg.rf.19ebefd17c9d7278b70237d51272f4d7.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 1509.79.
kurnaz_000465,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-225_jpg.rf.86b4596072a51356712e842ba8adbe7e.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 826.5.
kurnaz_000466,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-227_jpg.rf.b194f70aa07fec4da34ba2a7d1ab559b.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 709.6.
kurnaz_000467,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-239_jpg.rf.08487e45a5ca975c038eabe8464b0c87.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 337.57.
kurnaz_000468,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-240_jpg.rf.e843d0318dbc2602b10d182fed2aac33.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 194.21.
kurnaz_000469,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-243_jpeg.rf.ff8b7eddd7999e473316b3c51c5d98fa.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 135.53.
kurnaz_000470,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-247_jpeg.rf.609bebea165a5d6ed959aaef11f3e708.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 152.06.
kurnaz_000471,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-248_jpeg.rf.2a7a9fa6acf6a2ec559666cc56987bfa.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 23.46.
kurnaz_000472,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-259_jpeg.rf.a8d0bd1f501bcaec124233bceb542373.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 185.64.
kurnaz_000473,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-264_jpeg.rf.c2f687a278fc20c5411577713e0f11a8.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 122.26.
kurnaz_000474,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-265_jpeg.rf.28dc1f89934291b26b04c66bcbf57be0.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 106.88.
kurnaz_000475,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-270_jpeg.rf.02b4b1d03ec73351a0ab15ea93028650.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 70.25.
kurnaz_000476,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-270_jpeg.rf.5cfa8c65b242d57a44805ffe812a01e5.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 104.08.
kurnaz_000477,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-283_jpeg.rf.682f2f5641c37539f30f61ba73192625.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 185.92.
kurnaz_000478,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-285_jpeg.rf.9e03cf2f6e78640d15671d542de12cac.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 109.03.
kurnaz_000479,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-285_jpeg.rf.d5899ab24f731625c88f2309bdf693d2.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 93.82.
kurnaz_000480,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-287_jpeg.rf.0e3351b30d0ffeee1c87427015114682.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 154.85.
kurnaz_000481,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-298_jpeg.rf.73b96de78ba1c2aa86eda297a5a7fb22.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 567.85.
kurnaz_000482,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-298_jpeg.rf.8445c28ab2956fcd0168767b748c9b3f.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 70.43.
kurnaz_000483,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-300_jpeg.rf.37d6ebe89a9258816b60beac5c432deb.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 35.91.
kurnaz_000484,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-307_jpeg.rf.5297a008770db29598632a05048eba2b.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 47.83.
kurnaz_000485,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-309_jpeg.rf.c873de2e8d5769a1e9fbc1a8b7a507fd.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 40.56.
kurnaz_000486,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-314_jpeg.rf.e15998758f9ee99e20780a0ebbfc64f2.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 39.44.
kurnaz_000487,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-330_jpeg.rf.4a9e71f79f3ac432d8f35fd5e4612a2b.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 309.19.
kurnaz_000488,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-332_jpeg.rf.c818cc35005248abbf274b3469129aed.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 111.12.
kurnaz_000489,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-334_jpeg.rf.3ccb3cffd5806a38c4700d8f27cca524.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 152.68.
kurnaz_000490,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-334_jpeg.rf.704a6e2a57ec614231bd2683225afd07.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 56.03.
kurnaz_000491,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-340_jpeg.rf.af9ce04eaa77297fe319b3cde9050f77.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 45.66.
kurnaz_000492,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-343_jpeg.rf.c85522764d47047f7affd2a3b0af4232.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 53.71.
kurnaz_000493,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-34_jpeg.rf.d085cdfb42ef1e9e0d0ca356ae1346da.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 314.8.
kurnaz_000494,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-365_jpeg.rf.10ae61ddb2eeac85cf9d66f68a66d18b.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 114.52.
kurnaz_000495,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-365_jpeg.rf.188e94b58976329aac72248d90241590.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 95.18.
kurnaz_000496,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-36_jpeg.rf.51cfb97155eea90115dbdb6dce03f79e.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 249.58.
kurnaz_000497,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-376_jpeg.rf.7dbf19a32e30877ef3748eb9a80f6cfd.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 62.1.
kurnaz_000498,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-386_jpeg.rf.391340962432958139ed9931c55dbe75.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 243.51.
kurnaz_000499,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-393_jpeg.rf.e22909f613d8c62bae6d1a9330ef4e95.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 90.06.
kurnaz_000500,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-409_jpeg.rf.de36768b426b2176e489c7bc3ad974cb.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 60.45.
kurnaz_000501,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-410_jpeg.rf.caced8b70846cbfe696a0a075af50549.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 210.1.
kurnaz_000502,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-411_jpeg.rf.7d019ce4b6775c6e3b91b618dcc6b7ec.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 61.01.
kurnaz_000503,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-415_jpeg.rf.05c9e8697889c3a2f3485c7071c3750f.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 88.34.
kurnaz_000504,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-423_jpeg.rf.12ace9ed601c657e03d589552513381f.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 23.98.
kurnaz_000505,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-442_jpeg.rf.98fbd79029b796a6a769cb3d7cf6a2e4.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 100.72.
kurnaz_000506,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-443_jpeg.rf.66cc2f0992d43d40395e8abb53eea948.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 117.1.
kurnaz_000507,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-446_jpeg.rf.aa12a3b18ac56343efb41e92c3963f39.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 71.2.
kurnaz_000508,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-457_jpeg.rf.96817d48e7a4fe76651012d96df43141.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 31.95.
kurnaz_000509,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-49_jpeg.rf.3c951af43df31b304067823e836ec20b.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 50.67.
kurnaz_000510,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-52_jpeg.rf.4ba5bae739485794ad01d6ddb2713b31.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 52.03.
kurnaz_000511,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-54_jpeg.rf.28ba6467b58feb5da045ed75c4437955.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 37.5.
kurnaz_000512,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-54_jpeg.rf.f42808ceac9b99026647fefa6ad40097.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 23.3.
kurnaz_000513,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-57_jpeg.rf.b9ed02768080fdfcf648eef4e58c1904.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 32.87.
kurnaz_000514,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-5_jpeg.rf.2d6671715f0149df7b494c4d3f12a98b.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 46.07.
kurnaz_000515,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-64_jpeg.rf.4186cc3c011874e31e65851c7adff713.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 192.46.
kurnaz_000516,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-80_jpeg.rf.9f84fde7496074c93b503a03de510157.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 190.95.
kurnaz_000517,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-83_jpeg.rf.5e49317764327db080c83ca841084390.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 20.21.
kurnaz_000518,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-85_jpeg.rf.4954c7005be728243d7e261bb54c7676.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 75.5.
kurnaz_000519,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-8_jpeg.rf.846909f42bc6ab7c2271191b9847b310.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 170.63.
kurnaz_000520,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/test/images/acne-9_jpeg.rf.f4c2ca2d6212d212b29a6a9644d997db.jpg,test,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 27.9.
tiswan_000001,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-10-_JPG_jpg.rf.6c7612c21a4d29a06438982023a3c718.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,borderline,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 51.86.
tiswan_000002,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-10-_JPG_jpg.rf.cae82c5c08fb4794f1844d368e22f636.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 63.33.
tiswan_000003,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-11-_JPG_jpg.rf.bd415154f8cc28247c35847aaf623d52.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 65.43.
tiswan_000004,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-12-_jpg.rf.76a283b5b93b0639c48485e82c7303c2.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 123.81.
tiswan_000005,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-12-_jpg.rf.7a59f724e34e7fa29d7a557f41c2f4ec.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,borderline,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 45.84.
tiswan_000006,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-12-_jpg.rf.8dded983713132ea2477cefadc3bdf8a.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 116.07.
tiswan_000007,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-12-_jpg.rf.9e15246fe92b0d00759bba108aa17198.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 114.14.
tiswan_000008,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-12-_jpg.rf.e89493493a2cfc8f6f2165053e05d75e.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 94.92.
tiswan_000009,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-13-_JPG_jpg.rf.c2ad0f7f55f5969b636a104b5c593ba7.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,borderline,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 56.68.
tiswan_000010,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-13-_JPG_jpg.rf.fc341da51313b3bd41f7f6b38a0c57ba.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,borderline,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 48.78.
tiswan_000011,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-15-_jpg.rf.216a7ef4799e71740ee6d0f01d2ce53b.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 98.14.
tiswan_000012,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-15-_jpg.rf.2fe0f54ea783ab47d3a431b855981877.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 79.43.
tiswan_000013,tiswan,cleaned_v1,datasets/skin/acne/cleaned/tiswan_cleaned_v1/train/Blackheads/blackhead-15-_jpg.rf.73d12d3612f9eefebb418bc81f535f95.jpg,train,classification,open_comedo,unknown,folder_classification,unknown,unknown,usable,false,none,1.0,non_expert,subtype_classification,acne,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 63.49.
