original_filename,status,reason,duplicate_cluster,blur_score,final_split
acne-24_jpeg.rf.e9277e4ceaa85466f5ef66341947b8e8.jpg,REMOVED,Perceptual duplicate of acne-24_jpeg.rf.baa0f5a4aeba2132b48dd958e6911b1a.jpg,254,73.34,N/A
acne-250_jpeg.rf.6692d9b364eaea9ba7f70cf45ec4a68b.jpg,REMOVED,Perceptual duplicate of acne-250_jpeg.rf.1685917ec76c978971bd9c1b32a19678.jpg,257,361.55,N/A
acne-251_jpeg.rf.36071d927cffe148bde795307ecf352d.jpg,REMOVED,Perceptual duplicate of acne-251_jpeg.rf.3ffc5e75a252fe9ed7ee8e2ff38bb378.jpg,260,27.22,N/A
acne-251_jpeg.rf.2a9f2c9b3c607680d42bfdaefb369f85.jpg,REMOVED,Perceptual duplicate of acne-251_jpeg.rf.3ffc5e75a252fe9ed7ee8e2ff38bb378.jpg,260,27.02,N/A
acne-252_jpeg.rf.02d3e4f593f97ac628edb768652d09bc.jpg,REMOVED,Perceptual duplicate of acne-252_jpeg.rf.44d57ce03a6816d5db621664c52c4fce.jpg,262,9.72,N/A
acne-252_jpeg.rf.44d57ce03a6816d5db621664c52c4fce.jpg,REJECTED,Extremely blurry (variance 9.80 < 20),262,9.80,N/A
acne-253_jpeg.rf.7ac45e1686120921503191edd292aaf5.jpg,REMOVED,Perceptual duplicate of acne-253_jpeg.rf.0d8326d149e20928c2b1c1138e716a3d.jpg,770,52.05,N/A
acne-64_jpeg.rf.860c354c1fe371bc92037186e7531cd0.jpg,REMOVED,Perceptual duplicate of acne-253_jpeg.rf.0d8326d149e20928c2b1c1138e716a3d.jpg,770,52.05,N/A
acne-295_jpeg.rf.e1794d40fb18dc5a76f22a2f93f57ed3.jpg,REMOVED,Perceptual duplicate of acne-254_jpeg.rf.3804dd6f10c511c2ec0763aaf55594a4.jpg,368,166.64,N/A
acne-295_jpeg.rf.308ad47a267ea8383e5c26334a6d343b.jpg,REMOVED,Perceptual duplicate of acne-254_jpeg.rf.3804dd6f10c511c2ec0763aaf55594a4.jpg,368,165.72,N/A
acne-295_jpeg.rf.fbce78c91767f2528943f8a808c989d5.jpg,REMOVED,Perceptual duplicate of acne-254_jpeg.rf.3804dd6f10c511c2ec0763aaf55594a4.jpg,368,165.39,N/A
acne-255_jpeg.rf.d08fb6f41c766b708aca5e0df7021654.jpg,REMOVED,Perceptual duplicate of acne-255_jpeg.rf.9291c5262240f4fbda98110fa6ab6b1e.jpg,272,162.19,N/A
acne-81_jpeg.rf.40b99f71bb9313696f8e5910e3a845b8.jpg,REMOVED,Perceptual duplicate of acne-282_jpeg.rf.a47b3c0ba41952cdbcf2e571490a4a7f.jpg,791,17.01,N/A
acne-256_jpeg.rf.264048eed0beacf9b87715f34f5279a4.jpg,REMOVED,Perceptual duplicate of acne-282_jpeg.rf.a47b3c0ba41952cdbcf2e571490a4a7f.jpg,791,15.63,N/A
acne-81_jpeg.rf.e47065c54dfdd4d5b60a6ae86c82b7eb.jpg,REMOVED,Perceptual duplicate of acne-282_jpeg.rf.a7f5d7ac92b15c00f45b5d8d90e8e81c.jpg,792,307.83,N/A
acne-256_jpeg.rf.9b889ac65bb1c85b33a2c314284ad6be.jpg,REMOVED,Perceptual duplicate of acne-282_jpeg.rf.a7f5d7ac92b15c00f45b5d8d90e8e81c.jpg,792,304.31,N/A
acne-81_jpeg.rf.2dcb28c8853605958defd883944aa4cb.jpg,REMOVED,Perceptual duplicate of acne-282_jpeg.rf.a7f5d7ac92b15c00f45b5d8d90e8e81c.jpg,792,304.21,N/A
acne-256_jpeg.rf.c22c1638acc0a779fe97ebbb758cdd2d.jpg,REMOVED,Perceptual duplicate of acne-282_jpeg.rf.2b0cc8d72fc1111adda59750e815492e.jpg,339,260.85,N/A
acne-258_jpeg.rf.c8c4a7a7a56b356380046d016e3c11f0.jpg,REMOVED,Perceptual duplicate of acne-258_jpeg.rf.1d696f16032fca31a79513c9331d5ed0.jpg,278,33.15,N/A
acne-259_jpeg.rf.77da9681a14010b5ac66fb38eef85c07.jpg,REMOVED,Perceptual duplicate of acne-259_jpeg.rf.08339d4984a98c11ac6656873b322c50.jpg,280,69.20,N/A
acne-285_jpeg.rf.2303ee48a34ad787cb483d5014cce61c.jpg,REMOVED,Perceptual duplicate of acne-285_jpeg.rf.d5899ab24f731625c88f2309bdf693d2.jpg,347,93.76,N/A
acne-261_jpeg.rf.28f94e254d0dd7756dbce49f63ce2d97.jpg,REMOVED,Perceptual duplicate of acne-285_jpeg.rf.d5899ab24f731625c88f2309bdf693d2.jpg,347,77.71,N/A
acne-261_jpeg.rf.3df1d961af27dde5e7b5f68a8fa72494.jpg,REMOVED,Perceptual duplicate of acne-285_jpeg.rf.9e03cf2f6e78640d15671d542de12cac.jpg,346,91.89,N/A
acne-263_jpeg.rf.fd0b33ee0dbe2fe0fc08d144d704d1ff.jpg,REMOVED,Perceptual duplicate of acne-33_jpeg.rf.5f883b1bb6eacef56d03175d54955561.jpg,909,26.93,N/A
acne-74_jpeg.rf.74c00cc08cb76e29f6036261a2dd7596.jpg,REMOVED,Perceptual duplicate of acne-33_jpeg.rf.5f883b1bb6eacef56d03175d54955561.jpg,909,26.93,N/A
acne-74_jpeg.rf.6315f5e2b1dc637f7a0a8cf42381279f.jpg,REMOVED,Perceptual duplicate of acne-33_jpeg.rf.5f883b1bb6eacef56d03175d54955561.jpg,909,26.54,N/A
acne-263_jpeg.rf.45f08e159b5752a86f7ed01459f7b4ed.jpg,REMOVED,Perceptual duplicate of acne-33_jpeg.rf.5f883b1bb6eacef56d03175d54955561.jpg,909,26.24,N/A
acne-264_jpeg.rf.c9ef70d5db9441f96fbda14d7ee9fe92.jpg,REJECTED,Extremely blurry (variance 12.79 < 20),296,12.79,N/A
acne-265_jpeg.rf.6d35e98ec4f69eb5a8012b50c7c2f608.jpg,REMOVED,Perceptual duplicate of acne-265_jpeg.rf.221c9b831e6923d24de3460c49072b99.jpg,299,24.29,N/A
acne-266_jpeg.rf.8544320c91133e2f95af7c7512e06f19.jpg,REMOVED,Perceptual duplicate of acne-266_jpeg.rf.f24013f661ebe46b8fcc302349ae81e2.jpg,302,119.47,N/A
acne-269_jpeg.rf.bbfda39f824b3e05daaa3f17cc28b2a8.jpg,REMOVED,Perceptual duplicate of acne-269_jpeg.rf.3fdd24755d11661703669be0ca18a612.jpg,307,78.11,N/A
acne-270_jpeg.rf.b76440e3612c6a660c7e1932e81da7e4.jpg,REJECTED,Extremely blurry (variance 15.86 < 20),311,15.86,N/A
acne-275_jpeg.rf.962d3c2a351449de8f7a218c4a5f6cb0.jpg,REMOVED,Perceptual duplicate of acne-275_jpeg.rf.f2994243e64d1c183465fb7d9141e955.jpg,564,62.73,N/A
acne-383_jpeg.rf.2fc9945d27a400e8b16b39f3a3abbb4f.jpg,REMOVED,Perceptual duplicate of acne-275_jpeg.rf.f2994243e64d1c183465fb7d9141e955.jpg,564,18.59,N/A
acne-383_jpeg.rf.5b5a6967d91a126d7adb9a60119c7588.jpg,REMOVED,Perceptual duplicate of acne-275_jpeg.rf.f2994243e64d1c183465fb7d9141e955.jpg,564,18.57,N/A
acne-383_jpeg.rf.315b9bc6b3197a159656043ddfbee731.jpg,REMOVED,Perceptual duplicate of acne-275_jpeg.rf.bf7708c917e32843d1256126e9901939.jpg,563,53.61,N/A
acne-277_jpeg.rf.9240ff1d70d0b4c8334f56855261ff92.jpg,REMOVED,Perceptual duplicate of acne-277_jpeg.rf.22d440c4bcd4d50ed40790f3ee2d2fd4.jpg,696,81.27,N/A
acne-441_jpeg.rf.7a3d88de2f38742e4e8d74e7dd913db4.jpg,REMOVED,Perceptual duplicate of acne-277_jpeg.rf.22d440c4bcd4d50ed40790f3ee2d2fd4.jpg,696,24.78,N/A
acne-441_jpeg.rf.c3cbb13cbe7d7d28976c0bf7ad8a4c9b.jpg,REMOVED,Perceptual duplicate of acne-277_jpeg.rf.22d440c4bcd4d50ed40790f3ee2d2fd4.jpg,696,24.71,N/A
acne-36_jpeg.rf.4efdf2eaba4f4948913d0c7fc3884020.jpg,REMOVED,Perceptual duplicate of acne-115_jpeg.rf.1c4b3100bd61c3be8b101094633f80e0.jpg,825,55.48,N/A
acne-36_jpeg.rf.e6b1128ff2ada48b5247b7b83ce997e0.jpg,REMOVED,Perceptual duplicate of acne-115_jpeg.rf.1c4b3100bd61c3be8b101094633f80e0.jpg,825,55.23,N/A
acne-279_jpeg.rf.58a6424ac5746b92c772d2bc9a62b183.jpg,REMOVED,Perceptual duplicate of acne-115_jpeg.rf.1c4b3100bd61c3be8b101094633f80e0.jpg,825,50.85,N/A
acne-279_jpeg.rf.574135e32a8f9a735a8c0156b34fc33c.jpg,REMOVED,Perceptual duplicate of acne-115_jpeg.rf.1c4b3100bd61c3be8b101094633f80e0.jpg,825,50.59,N/A
acne-283_jpeg.rf.f605ae91ce57e0d4138bdf279cc17397.jpg,REMOVED,Perceptual duplicate of acne-283_jpeg.rf.f08f5a8e3cdceeaba0bb98f188a7a3e0.jpg,344,48.99,N/A
acne-288_jpeg.rf.0ef9f5fbfd0cb74a936672dcc9c9ea7c.jpg,REMOVED,Perceptual duplicate of acne-288_jpeg.rf.6bc0d3fb53c759d5318cf7f1658d817f.jpg,352,15.98,N/A
acne-288_jpeg.rf.6bc0d3fb53c759d5318cf7f1658d817f.jpg,REJECTED,Extremely blurry (variance 16.24 < 20),352,16.24,N/A
acne-289_jpeg.rf.d3defa0dc791248893efb70114f0744a.jpg,REMOVED,Perceptual duplicate of acne-289_jpeg.rf.84b2a2a9e363095c3f506fe4b2cd98ad.jpg,356,19.30,N/A
acne-289_jpeg.rf.667cb427eee802286bce9c6867829f9b.jpg,REMOVED,Perceptual duplicate of acne-289_jpeg.rf.84b2a2a9e363095c3f506fe4b2cd98ad.jpg,356,19.27,N/A
acne-289_jpeg.rf.84b2a2a9e363095c3f506fe4b2cd98ad.jpg,REJECTED,Extremely blurry (variance 19.45 < 20),356,19.45,N/A
acne-28_jpeg.rf.e49869b4920dbb3e623c1724bad853c6.jpg,REMOVED,Perceptual duplicate of acne-28_jpeg.rf.0779dcb29db01f05b5e55255fd894752.jpg,358,319.00,N/A
acne-293_jpeg.rf.b5a85b35c691244b87786afaa916d226.jpg,REMOVED,Perceptual duplicate of acne-293_jpeg.rf.4c57ffc9138c5c8ceb3f16e8f57431e4.jpg,362,42.98,N/A
acne-293_jpeg.rf.b29d595aa8eb4598f5518af9f64e8ed1.jpg,REMOVED,Perceptual duplicate of acne-293_jpeg.rf.4c57ffc9138c5c8ceb3f16e8f57431e4.jpg,362,42.97,N/A
acne-294_jpeg.rf.2fc2cae80fb6ad75143c3db3f73b5712.jpg,REMOVED,Perceptual duplicate of acne-294_jpeg.rf.06965fed951caff14fdd95dcdb3fee1d.jpg,365,39.89,N/A
acne-296_jpeg.rf.4b7a51eef9635e31d42f3cb2a86648c7.jpg,REMOVED,Perceptual duplicate of acne-296_jpeg.rf.1305224378083f2a2a7325a85e529cd2.jpg,371,11.12,N/A
acne-296_jpeg.rf.0c793eaa8ff4040f8f4773c85cbf0229.jpg,REMOVED,Perceptual duplicate of acne-296_jpeg.rf.1305224378083f2a2a7325a85e529cd2.jpg,371,11.06,N/A
acne-296_jpeg.rf.1305224378083f2a2a7325a85e529cd2.jpg,REJECTED,Extremely blurry (variance 11.18 < 20),371,11.18,N/A
acne-298_jpeg.rf.80a33e3d695ddd6b1552a5bce6e98d4e.jpg,REMOVED,Perceptual duplicate of acne-298_jpeg.rf.8445c28ab2956fcd0168767b748c9b3f.jpg,377,70.07,N/A
acne-299_jpeg.rf.193780200dffa83e6069b20d7eb65086.jpg,REMOVED,Perceptual duplicate of acne-299_jpeg.rf.ec7aa0661240eaab8fc8fcbe05ad558b.jpg,881,41.69,N/A
acne-112_jpeg.rf.a03c796422719e964f46be1c118861bc.jpg,REMOVED,Perceptual duplicate of acne-299_jpeg.rf.ec7aa0661240eaab8fc8fcbe05ad558b.jpg,881,41.69,N/A
acne-29_jpeg.rf.b4046180aab488bb66e4526381a0bae1.jpg,REJECTED,Extremely blurry (variance 10.06 < 20),383,10.06,N/A
acne-300_jpeg.rf.1b253f89f597b1b2d4c6ca99bda30381.jpg,REMOVED,Perceptual duplicate of acne-300_jpeg.rf.37d6ebe89a9258816b60beac5c432deb.jpg,386,35.75,N/A
acne-301_jpeg.rf.3b8d86ba191dee67dc51b7e88356e287.jpg,REJECTED,Extremely blurry (variance 12.41 < 20),387,12.41,N/A
acne-306_jpeg.rf.28d407fc7715d99a7a6484ecec821353.jpg,REJECTED,Extremely blurry (variance 10.50 < 20),402,10.50,N/A
acne-306_jpeg.rf.93fbee6720c5a9b354b3453300bb3992.jpg,REMOVED,Perceptual duplicate of acne-306_jpeg.rf.40691f2c7cb3cd1adc01b94d628f07c2.jpg,404,237.46,N/A
acne-308_jpeg.rf.65b144d39627948716e4501a7076b315.jpg,REMOVED,Perceptual duplicate of acne-308_jpeg.rf.d62319b7946355fa41a8ade9b8473a68.jpg,410,54.16,N/A
acne-309_jpeg.rf.7e3da349c7bf40ef728a16e75e0d86de.jpg,REMOVED,Perceptual duplicate of acne-309_jpeg.rf.c873de2e8d5769a1e9fbc1a8b7a507fd.jpg,412,40.54,N/A
acne-30_jpeg.rf.323277384ff63e3204b6bdcdd1284356.jpg,REMOVED,Perceptual duplicate of acne-30_jpeg.rf.093be01147ffe73677435553b5ff88b3.jpg,415,337.89,N/A
acne-311_jpeg.rf.ce8c9d5044c01272993412e48f44d625.jpg,REMOVED,Perceptual duplicate of acne-311_jpeg.rf.f60d123b327f9ccf4a2fe23864562086.jpg,419,142.46,N/A
acne-312_jpeg.rf.ccaded28aeb5d25f057ed31075e6a2e2.jpg,REMOVED,Perceptual duplicate of acne-312_jpeg.rf.1af65ed498f64c5050d20705378da211.jpg,421,84.77,N/A
acne-314_jpeg.rf.ed74ef46b15ca68c0888494ecc36802f.jpg,REMOVED,Perceptual duplicate of acne-314_jpeg.rf.e15998758f9ee99e20780a0ebbfc64f2.jpg,428,39.32,N/A
acne-314_jpeg.rf.5c9e21128c365b6892211ab9be3e0626.jpg,REMOVED,Perceptual duplicate of acne-314_jpeg.rf.e15998758f9ee99e20780a0ebbfc64f2.jpg,428,39.31,N/A
acne-316_jpeg.rf.d4e1b012f4a1d6b9e607a8ff4a5a0da9.jpg,REMOVED,Perceptual duplicate of acne-316_jpeg.rf.4d78682dca505e9a307dc9afee2c2a98.jpg,431,74.09,N/A
acne-317_jpeg.rf.46ed7951f87afb2e53a0f78fa5f783a4.jpg,REMOVED,Perceptual duplicate of acne-317_jpeg.rf.7b7d3ede64a00397babad2c3fa9f8470.jpg,434,72.65,N/A
acne-321_jpeg.rf.74d6fa49eae2e7b016116113c68ba39f.jpg,REMOVED,Perceptual duplicate of acne-321_jpeg.rf.e6bcc4a787ddac7730b017f3822ed082.jpg,440,208.91,N/A
acne-323_jpeg.rf.c995a17e495945f640bc73d48b115fde.jpg,REMOVED,Perceptual duplicate of acne-323_jpeg.rf.d32d7666e02adc1e58a966e9e22f1659.jpg,443,11.76,N/A
acne-323_jpeg.rf.6662d6674b7883fb77d247bb5fc7d2bf.jpg,REMOVED,Perceptual duplicate of acne-323_jpeg.rf.d32d7666e02adc1e58a966e9e22f1659.jpg,443,11.73,N/A
acne-323_jpeg.rf.d32d7666e02adc1e58a966e9e22f1659.jpg,REJECTED,Extremely blurry (variance 11.91 < 20),443,11.91,N/A
acne-6_jpeg.rf.80265b4fa3a385c07f2f9395e486faf9.jpg,REMOVED,Perceptual duplicate of acne-326_jpeg.rf.a38294ebe371460887bf7faa766c446f.jpg,873,103.76,N/A
acne-44_jpeg.rf.a09a06ca7108949a3862881a898eb952.jpg,REMOVED,Perceptual duplicate of acne-327_jpeg.rf.1eab7e229c29431fef5a7a19b545a91a.jpg,719,59.87,N/A
acne-44_jpeg.rf.ceace1986fb65ad6aea01b6f6f7359a1.jpg,REMOVED,Perceptual duplicate of acne-327_jpeg.rf.6a337ae979a131b4e8c2c22f086bf878.jpg,720,29.06,N/A
acne-44_jpeg.rf.3a5b1e28ea39743db33f48b46ecb2e67.jpg,REMOVED,Perceptual duplicate of acne-327_jpeg.rf.6a337ae979a131b4e8c2c22f086bf878.jpg,720,28.84,N/A
acne-330_jpeg.rf.9e41e6f1e75e668a32459fed05b62a84.jpg,REMOVED,Perceptual duplicate of acne-330_jpeg.rf.8b1c55b99af06bebdd71a096203d4b2c.jpg,452,308.20,N/A
acne-331_jpeg.rf.83ec17dbb2505cc0b8a73dc469e6d85b.jpg,REMOVED,Perceptual duplicate of acne-331_jpeg.rf.4f4b52de1ea6ef286b238e4c072dab59.jpg,454,61.67,N/A
acne-332_jpeg.rf.22c3007e8a110a4236fd307abb3b03ce.jpg,REMOVED,Perceptual duplicate of acne-332_jpeg.rf.8d6f2cb10ab18da14224de1817cf989a.jpg,457,50.44,N/A
acne-333_jpeg.rf.807cb4d0e4a9d0aa7400da03dc66c401.jpg,REMOVED,Perceptual duplicate of acne-333_jpeg.rf.cf08829a4c2cafda406bea5993dfaf05.jpg,461,125.93,N/A
acne-333_jpeg.rf.a6979bf8ff1a21dffd23ebe656977bf8.jpg,REJECTED,Extremely blurry (variance 9.79 < 20),460,9.79,N/A
acne-336_jpeg.rf.d7614515f7b36a7257add178b373e812.jpg,REMOVED,Perceptual duplicate of acne-336_jpeg.rf.51e16db2ee65d5b1300fd9db14e2ff1c.jpg,650,30.52,N/A
acne-416_jpeg.rf.58165474fa5b984361eb851426671d1c.jpg,REMOVED,Perceptual duplicate of acne-336_jpeg.rf.51e16db2ee65d5b1300fd9db14e2ff1c.jpg,650,21.35,N/A
acne-416_jpeg.rf.b4487ce29c14c65f263e00dd7d01c99f.jpg,REMOVED,Perceptual duplicate of acne-336_jpeg.rf.51e16db2ee65d5b1300fd9db14e2ff1c.jpg,650,21.34,N/A
acne-416_jpeg.rf.d5ba37365bb40265d4702b5d70c716d1.jpg,REMOVED,Perceptual duplicate of acne-336_jpeg.rf.cc2e7b94610e566c652bc75229846c70.jpg,651,120.43,N/A
acne-339_jpeg.rf.9da291f1d86c509cbf8aa00a3a6a0ea0.jpg,REMOVED,Perceptual duplicate of acne-339_jpeg.rf.89ead30b27764c9ff8f8b9c8fbd6d0d7.jpg,469,141.69,N/A
acne-339_jpeg.rf.f36c32fba882a107b011b2c46bf12eef.jpg,REJECTED,Extremely blurry (variance 11.58 < 20),470,11.58,N/A
acne-340_jpeg.rf.d4372441a50c0e449cf86fa871611b33.jpg,REMOVED,Perceptual duplicate of acne-340_jpeg.rf.c2980243aa844e28b4cc19b02b723df9.jpg,473,45.73,N/A
acne-341_jpeg.rf.1210ec15ceba29fde6938260be20388a.jpg,REMOVED,Perceptual duplicate of acne-341_jpeg.rf.4cb410fa46618338d9e935597ba6ad44.jpg,475,71.49,N/A
acne-342_jpeg.rf.19517a7364089a0dc5d54bac00d9aba3.jpg,REMOVED,Perceptual duplicate of acne-342_jpeg.rf.43983d45ed089d5aa6259bd8a75c8843.jpg,478,124.48,N/A
acne-344_jpeg.rf.b2452461f2e18c63e0f8ece22f7b3756.jpg,REJECTED,Extremely blurry (variance 13.03 < 20),484,13.03,N/A
acne-345_jpeg.rf.22014dcf795bae3cc2c179a784d8d03f.jpg,REMOVED,Perceptual duplicate of acne-345_jpeg.rf.002b6d9c99b9d10198b110273259bb49.jpg,486,90.17,N/A
acne-346_jpeg.rf.c0c737144ba0f304ed14761968343e9f.jpg,REMOVED,Perceptual duplicate of acne-346_jpeg.rf.7f6664cf705339001d9b41d67ba7c719.jpg,489,30.40,N/A
acne-34_jpeg.rf.02b170dadf4cc50c7baf382e583e0a1c.jpg,REMOVED,Perceptual duplicate of acne-34_jpeg.rf.d085cdfb42ef1e9e0d0ca356ae1346da.jpg,492,301.15,N/A
acne-353_jpeg.rf.943e3a0e966f544a1f134bf29987a8af.jpg,REMOVED,Perceptual duplicate of acne-353_jpeg.rf.edc35d597e58e570a2e3d663f4fab978.jpg,496,30.86,N/A
acne-353_jpeg.rf.625e559765bb0d76851d3f9e43bfa1d4.jpg,REMOVED,Perceptual duplicate of acne-353_jpeg.rf.edc35d597e58e570a2e3d663f4fab978.jpg,496,30.65,N/A
acne-354_jpeg.rf.731f027a45c6991d93d449116b814235.jpg,REMOVED,Perceptual duplicate of acne-354_jpeg.rf.291540ec681427f8fe6ba4297d2908cc.jpg,499,15.06,N/A
acne-354_jpeg.rf.d19c094c725f0a1facba4f773d312cb2.jpg,REMOVED,Perceptual duplicate of acne-354_jpeg.rf.291540ec681427f8fe6ba4297d2908cc.jpg,499,15.02,N/A
acne-354_jpeg.rf.291540ec681427f8fe6ba4297d2908cc.jpg,REJECTED,Extremely blurry (variance 15.08 < 20),499,15.08,N/A
acne-356_jpeg.rf.c5a00c8f947192ac42359b2f4a3f9a77.jpg,REMOVED,Perceptual duplicate of acne-356_jpeg.rf.fa2076a41a23a162052ab9224e5a9ebd.jpg,502,102.58,N/A
acne-357_jpeg.rf.2adf3a34d410d5882fbf70ca84b0e7d9.jpg,REMOVED,Perceptual duplicate of acne-357_jpeg.rf.d1d86e145a090a3f4d28ea3ac43b9c7d.jpg,505,116.23,N/A
acne-357_jpeg.rf.b3f4ff3704e5b2094016b11414bc810c.jpg,REJECTED,Extremely blurry (variance 10.68 < 20),504,10.68,N/A
acne-360_jpeg.rf.97c5aeaafafd3e572e30a626610d740e.jpg,REMOVED,Perceptual duplicate of acne-360_jpeg.rf.27ace4684843a0688aaecc8f6ca6a610.jpg,507,9.15,N/A
acne-360_jpeg.rf.27ace4684843a0688aaecc8f6ca6a610.jpg,REJECTED,Extremely blurry (variance 9.15 < 20),507,9.15,N/A
acne-364_jpeg.rf.a341450b7e3d3acd62aedb85a1848dab.jpg,REMOVED,Perceptual duplicate of acne-364_jpeg.rf.c2863356b7847488b64a67e07eaf3454.jpg,513,7.93,N/A
acne-364_jpeg.rf.b7333e26e44e3ddcdd88e9ecc59978a0.jpg,REMOVED,Perceptual duplicate of acne-364_jpeg.rf.c2863356b7847488b64a67e07eaf3454.jpg,513,7.83,N/A
acne-364_jpeg.rf.c2863356b7847488b64a67e07eaf3454.jpg,REJECTED,Extremely blurry (variance 7.97 < 20),513,7.97,N/A
acne-365_jpeg.rf.2427915dd60077bf47867e7c15da8fd2.jpg,REJECTED,Extremely blurry (variance 14.83 < 20),516,14.83,N/A
acne-366_jpeg.rf.21d4e73c4485e67d84fe19d9ea9a8470.jpg,REMOVED,Perceptual duplicate of acne-366_jpeg.rf.2ef4dd175cc9cfb53d83d11aa1a0c0f8.jpg,519,12.57,N/A
acne-366_jpeg.rf.d1a229459b6517204bb697e05b485f0c.jpg,REMOVED,Perceptual duplicate of acne-366_jpeg.rf.2ef4dd175cc9cfb53d83d11aa1a0c0f8.jpg,519,12.44,N/A
acne-366_jpeg.rf.2ef4dd175cc9cfb53d83d11aa1a0c0f8.jpg,REJECTED,Extremely blurry (variance 12.63 < 20),519,12.63,N/A
acne-367_jpeg.rf.4f0b1a39330651e6d704ae0dbde2216a.jpg,REMOVED,Perceptual duplicate of acne-367_jpeg.rf.0256023f81edf9a88db31978ece3be48.jpg,521,21.09,N/A
acne-368_jpeg.rf.9b2d89d85c9c49bbaf1a3e6bdca6ae32.jpg,REMOVED,Perceptual duplicate of acne-368_jpeg.rf.4da0925effde916e57f433c8ceb39301.jpg,525,61.10,N/A
acne-369_jpeg.rf.9d16afa9ca997abc262d4fc53453d333.jpg,REJECTED,Extremely blurry (variance 7.74 < 20),527,7.74,N/A
acne-371_jpeg.rf.aa86106fe5f4e3d64215502ad691ca30.jpg,REMOVED,Perceptual duplicate of acne-371_jpeg.rf.363bbc85d736aae294e6a79d7cd55ab4.jpg,533,7.20,N/A
acne-371_jpeg.rf.363bbc85d736aae294e6a79d7cd55ab4.jpg,REJECTED,Extremely blurry (variance 7.21 < 20),533,7.21,N/A
acne-372_jpeg.rf.8b720e3b82782272e18eab66f6dc2d32.jpg,REMOVED,Perceptual duplicate of acne-372_jpeg.rf.26906e49c0b19ece96085c3c8afc6bea.jpg,536,71.40,N/A
acne-372_jpeg.rf.f214dd2d34d52a467b0b217061c7aba4.jpg,REJECTED,Extremely blurry (variance 4.83 < 20),537,4.83,N/A
acne-374_jpeg.rf.56ed2601d7139e2d658aa201bde21116.jpg,REMOVED,Perceptual duplicate of acne-374_jpeg.rf.8546e29127212242b6e5e7650390bd1e.jpg,539,7.71,N/A
acne-374_jpeg.rf.8546e29127212242b6e5e7650390bd1e.jpg,REJECTED,Extremely blurry (variance 7.77 < 20),539,7.77,N/A
acne-375_jpeg.rf.9a09a23ae1d8e9426e9379e4d9ed1766.jpg,REMOVED,Perceptual duplicate of acne-375_jpeg.rf.c54ccc9b0eb4117e004983c0698b3b03.jpg,543,6.47,N/A
acne-375_jpeg.rf.c54ccc9b0eb4117e004983c0698b3b03.jpg,REJECTED,Extremely blurry (variance 6.63 < 20),543,6.63,N/A
acne-376_jpeg.rf.8f41eb02e99d94c7e498a1cd0bdbd44c.jpg,REMOVED,Perceptual duplicate of acne-376_jpeg.rf.7dbf19a32e30877ef3748eb9a80f6cfd.jpg,545,55.88,N/A
acne-376_jpeg.rf.b9142ebd06a87987fde4b24845324332.jpg,REJECTED,Extremely blurry (variance 11.63 < 20),546,11.63,N/A
acne-377_jpeg.rf.aa0d6fc1d052d267086e063af8d7440b.jpg,REMOVED,Perceptual duplicate of acne-377_jpeg.rf.e2fbe6bd44370d9c27efb5f0c4fe6d43.jpg,549,134.97,N/A
acne-378_jpeg.rf.d98df002d2683a7c5cc5bb6a1fad32ec.jpg,REMOVED,Perceptual duplicate of acne-378_jpeg.rf.2ced61875bc16008549fa48ac957ba18.jpg,552,36.64,N/A
acne-378_jpeg.rf.779acc985a7b82aef9e0d51d158bd4b9.jpg,REJECTED,Extremely blurry (variance 11.05 < 20),551,11.05,N/A
acne-379_jpeg.rf.c2e327c9b280b90da81f13c757f6a8f5.jpg,REMOVED,Perceptual duplicate of acne-379_jpeg.rf.5eb351535b33612163f5c3adff327af8.jpg,555,7.88,N/A
acne-379_jpeg.rf.5eb351535b33612163f5c3adff327af8.jpg,REJECTED,Extremely blurry (variance 7.99 < 20),555,7.99,N/A
acne-382_jpeg.rf.aa3f9daabdc54d8e1aac724ac544591e.jpg,REMOVED,Perceptual duplicate of acne-382_jpeg.rf.985f679f84865a9fb015f6a23afc0184.jpg,560,23.11,N/A
acne-384_jpeg.rf.9df376fbf19e3858685ee339291b6138.jpg,REMOVED,Perceptual duplicate of acne-384_jpeg.rf.ec3231c38efb89c5d97f2acbd9cbcbc5.jpg,567,15.97,N/A
acne-384_jpeg.rf.99fb93bf0634aca34cad28d7c21398c1.jpg,REMOVED,Perceptual duplicate of acne-384_jpeg.rf.ec3231c38efb89c5d97f2acbd9cbcbc5.jpg,567,15.71,N/A
acne-384_jpeg.rf.ec3231c38efb89c5d97f2acbd9cbcbc5.jpg,REJECTED,Extremely blurry (variance 16.13 < 20),567,16.13,N/A
acne-385_jpeg.rf.e1a34318a73237f196396303f2a49d59.jpg,REMOVED,Perceptual duplicate of acne-385_jpeg.rf.194b8fc89123b19866804286f91caff9.jpg,570,27.65,N/A
acne-386_jpeg.rf.91769001c38658738afb1f0867bfd4e6.jpg,REMOVED,Perceptual duplicate of acne-386_jpeg.rf.82c66c8594d3390a39652de3fa53d6ea.jpg,573,60.15,N/A
acne-387_jpeg.rf.c0a3072b5a1f185562e803f4c5da9e1b.jpg,REMOVED,Perceptual duplicate of acne-387_jpeg.rf.6d4869774d927eefd56a755e0963e417.jpg,576,17.70,N/A
