image_id,source_dataset,dataset_version,image_path,split,subtype_label,clinical_quality,confidence_source,primary_use,condition_family,source_weight,sha256,notes
tiswan_000534,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000534.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,82202b5fbd95c571772c3b7999fd7206adf690743d47ffa219dbb81ccc73a0cf,Cleaned fine-grained classification image. Class: Cyst. Blur score: 136.05.
tiswan_000535,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000535.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,03ce678d01802dde327ca1b87ee4c80008d8e4a33c82734cf030f82f00b40735,Cleaned fine-grained classification image. Class: Cyst. Blur score: 84.07.
tiswan_000536,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000536.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,021609bfa1b0e24ebd74dc744ffe483c1b40431baf2b14d65529e618d514c47e,Cleaned fine-grained classification image. Class: Cyst. Blur score: 68.7.
tiswan_000537,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000537.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,111e7705bbd4a687703e419d5079ede6b8307493a651e980b947122029a2bb23,Cleaned fine-grained classification image. Class: Cyst. Blur score: 114.21.
tiswan_000538,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000538.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,df42095577e942046fe06b12f563dea73a5b01522572989611fe3554b00807be,Cleaned fine-grained classification image. Class: Cyst. Blur score: 110.65.
tiswan_000539,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000539.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,f467c23b952fc7e6e1a5033f4fa3310309a1e8f13051dffeea82ba63cddbbc3f,Cleaned fine-grained classification image. Class: Cyst. Blur score: 77.89.
tiswan_000540,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000540.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,022625a7965f160b324e3ad60658dce0872504927024beec3b5e29206b730398,Cleaned fine-grained classification image. Class: Cyst. Blur score: 96.26.
tiswan_000541,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000541.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,89ea2c0b46483391b5aca2627e9489b4165ac2268a9ede65dfb29f7235ba75a5,Cleaned fine-grained classification image. Class: Cyst. Blur score: 37.28.
tiswan_000542,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000542.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,32501a3abdb24bf771ffce07f81724948a41b1cd6aab506e1c5c319188681f27,Cleaned fine-grained classification image. Class: Cyst. Blur score: 83.86.
tiswan_000543,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000543.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,1295d3f848c519ac29f5bc84e28601f478d750e248763aa11315dce50ae02014,Cleaned fine-grained classification image. Class: Cyst. Blur score: 102.75.
tiswan_000544,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000544.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,1cc4647d010dc77ad8b1f71849e9f7cd375b9ee84d862001e8e6e18017a023d0,Cleaned fine-grained classification image. Class: Cyst. Blur score: 59.19.
tiswan_000545,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000545.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,0087d2a58b14c4ef28c165371f7e21135a94e176adb127395e5342e625ddddfd,Cleaned fine-grained classification image. Class: Cyst. Blur score: 101.31.
tiswan_000546,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000546.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,ae64986c3de153b906a92d89ab7a6317c7e208bf1375c22fe64e3108925c183a,Cleaned fine-grained classification image. Class: Cyst. Blur score: 69.88.
tiswan_000547,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000547.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,529ef0b1370ee9b227751478ace99b7d10b0ff722b13245961711c88c41a9b0c,Cleaned fine-grained classification image. Class: Cyst. Blur score: 59.16.
tiswan_000548,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000548.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,e68cdb080f4885d4efb22ce62f461143b9556ed8d3023bf30ddc6e45905b77e3,Cleaned fine-grained classification image. Class: Cyst. Blur score: 107.69.
tiswan_000549,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000549.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,64dfa61fe2de68f130e9b84094c71cd7f3ff4c45c88640a0557f0c6028cbd754,Cleaned fine-grained classification image. Class: Cyst. Blur score: 89.25.
tiswan_000550,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000550.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,9df81864b57d03b76ad2c7d75187172064a9bc0b83d4415d5081577d1dc2a29f,Cleaned fine-grained classification image. Class: Cyst. Blur score: 90.59.
tiswan_000551,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000551.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,251ab1472ebd3691ba5c494b13bf9795c4a001f0a14c74ab95cf251c7ced71c2,Cleaned fine-grained classification image. Class: Cyst. Blur score: 89.48.
tiswan_000552,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000552.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,5c021dad07e593e887526cc4050fa8da8de5f31ae7663059aa26e78858cdf58c,Cleaned fine-grained classification image. Class: Cyst. Blur score: 82.79.
tiswan_000553,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000553.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,e6260c91739f998db68eb2a14c3ece05eeadfed85e74cfa78a083ad0198af480,Cleaned fine-grained classification image. Class: Cyst. Blur score: 116.57.
tiswan_000554,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000554.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,e792d3fe6c41f7a907f38c78c15a0a8f00a6a9b47d8672eed8a46831e38e019b,Cleaned fine-grained classification image. Class: Cyst. Blur score: 72.15.
tiswan_000555,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000555.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,b1f24a9b96e13dc70512140e8e526d43fae3dcbf4c449b89eeabef8bcafdfe30,Cleaned fine-grained classification image. Class: Cyst. Blur score: 61.59.
tiswan_000556,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000556.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,a5b246f1d07858ae9a8f31eba8254628821d5471591a0a28126a7273dd096213,Cleaned fine-grained classification image. Class: Cyst. Blur score: 62.75.
tiswan_000557,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000557.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,e53b46c0558d37df0a9fd4f142f0c38613dc78613986dbf4a2142682de843143,Cleaned fine-grained classification image. Class: Cyst. Blur score: 111.4.
tiswan_000558,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000558.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,3fa0867a8c3499adbd106290d10c00df54d59a945786730f34b2f7d94447d9e9,Cleaned fine-grained classification image. Class: Cyst. Blur score: 92.7.
tiswan_000559,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000559.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,e03b99f1cb2428d2b1840bc3e1c36017dc6791d3791e119807b160355edfa306,Cleaned fine-grained classification image. Class: Cyst. Blur score: 95.41.
tiswan_000560,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000560.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,759d1f2c3d857646cfeb7167d06d64c70bf564a2e31d145092bbd042f5e50617,Cleaned fine-grained classification image. Class: Cyst. Blur score: 85.26.
tiswan_000561,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000561.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,651c75992b765b44886c80511a320fa7f81b7381cbd9579c7b1eff22bc1e14fc,Cleaned fine-grained classification image. Class: Cyst. Blur score: 435.09.
tiswan_000562,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000562.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,decf1fb36284cc90a6bef9457f4434724102dd78df75fb7b9cc2bba27d43f7bf,Cleaned fine-grained classification image. Class: Cyst. Blur score: 94.3.
tiswan_000563,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000563.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,cda7465a55c578653e2c7c3239fb506a4ceef3cc290f03632582e0d12ef9f40a,Cleaned fine-grained classification image. Class: Cyst. Blur score: 379.91.
tiswan_000564,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000564.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,a72fdc1872047d76fba24fe3fb4e2dfb859bb6847aefd15ea41d1806aa3d277d,Cleaned fine-grained classification image. Class: Cyst. Blur score: 54.44.
tiswan_000565,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000565.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,371855a64b3ae5422bb6dfc7f79a1ecb68590e2442644b8f780ae96a125813ab,Cleaned fine-grained classification image. Class: Cyst. Blur score: 89.06.
tiswan_000566,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000566.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,064c7c97241a24343ad0d2daa2a9a1560882cf7e33399777d3035f79dad54a06,Cleaned fine-grained classification image. Class: Cyst. Blur score: 105.07.
tiswan_000567,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000567.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,cd1a0d76cf831d3818bf3d9f42d0dd70350894ae2008eed8bd4ffd20b66bf289,Cleaned fine-grained classification image. Class: Cyst. Blur score: 77.84.
tiswan_000568,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000568.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,5d625fedb5c5f494a18d3024e6df70e06dba75eefa2df86420df062b7c18b9fc,Cleaned fine-grained classification image. Class: Cyst. Blur score: 243.02.
tiswan_000569,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000569.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,3449ada8bf8b435db4c49440fb34dd61c21e1da0746700f3fc29a2bf70be1ef3,Cleaned fine-grained classification image. Class: Cyst. Blur score: 115.9.
tiswan_000570,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000570.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,4c519d0fe1735d2db1f7d19671c0f90a612add2c57886efe32b1856c99b8930a,Cleaned fine-grained classification image. Class: Cyst. Blur score: 37.39.
tiswan_000571,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000571.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,22ccb4a4c024ce8549014b05bfc59aecad83f5d359d655d2091fba5fe2caf90a,Cleaned fine-grained classification image. Class: Cyst. Blur score: 66.19.
tiswan_000572,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000572.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,815a8750e831a990138ca41cf4a79f9ddba2c44314a7218273db54cb5d3bd4ee,Cleaned fine-grained classification image. Class: Cyst. Blur score: 135.38.
tiswan_000573,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000573.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,1ccafc89faa0156a2943cc4fc9bb13100f3dcf85087a3d766b0476062fbe94ef,Cleaned fine-grained classification image. Class: Cyst. Blur score: 121.08.
tiswan_000574,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000574.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,1b90a469fa48ecbbbea021e6630183d5b3570b1d78034090bdf9d9e8e909ee36,Cleaned fine-grained classification image. Class: Cyst. Blur score: 63.61.
tiswan_000575,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000575.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,4eb6e64702f6c1a0daac021d0d0e4aa27a117545a178d51984df0a2ea8dc7588,Cleaned fine-grained classification image. Class: Cyst. Blur score: 102.48.
tiswan_000576,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000576.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,ce22623ff10e875833d491545e052f9753bd3b933f5a12ce61b479a32c29e580,Cleaned fine-grained classification image. Class: Cyst. Blur score: 57.96.
tiswan_000577,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000577.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,7f4a4178cd24b276501931c6e85acfb3fc133facc49ed7512967fc5438b4ed93,Cleaned fine-grained classification image. Class: Cyst. Blur score: 98.07.
tiswan_000578,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000578.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,73d13af0f1b8552c992e85ea991d0ef4efd7524c643eae2afd9c3cccbb52b409,Cleaned fine-grained classification image. Class: Cyst. Blur score: 91.18.
tiswan_000579,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000579.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,3a9bdb1d921c9d04f54bcf04bb96be71535abfcdafe8018a0485b19321e0efd2,Cleaned fine-grained classification image. Class: Cyst. Blur score: 128.28.
tiswan_000580,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000580.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,7a8dab92f00ebec8f82d77c295f09d99f47562083c79ff42e60f5237db41b2ee,Cleaned fine-grained classification image. Class: Cyst. Blur score: 41.6.
tiswan_000581,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000581.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,5153b9f6378e496072759751593129c976fc39132440f075612ef094b48ef45e,Cleaned fine-grained classification image. Class: Cyst. Blur score: 131.76.
tiswan_000582,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000582.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,c6c943add0f30ca126698cf01b983f91931f703b98e9c556d8f6a395fb20e9a4,Cleaned fine-grained classification image. Class: Cyst. Blur score: 177.6.
tiswan_000583,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000583.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,cb4cb383053037210c44c3a910cfafc83cc09d97cfb8fad4336a3ac0b6cdaa63,Cleaned fine-grained classification image. Class: Cyst. Blur score: 59.34.
tiswan_000584,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000584.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,1d671e8dc0ffd578646e9ef8a2e986f67267f58738f5c91e134512c0986cbfb0,Cleaned fine-grained classification image. Class: Cyst. Blur score: 116.99.
tiswan_000585,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000585.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,df17ee061bedd1f6af880cddfdb89ec266a56e4caf299fd059afc36b1433a091,Cleaned fine-grained classification image. Class: Cyst. Blur score: 52.65.
tiswan_000586,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000586.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,fb58ff702f3be2b84add523cf1beeecf059e9bff57cb1b744fdf48729fe49130,Cleaned fine-grained classification image. Class: Cyst. Blur score: 60.57.
tiswan_000587,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000587.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,01e0aa9a5b00f8df07454f04aa38c92f6518645af0edbcbc683f26f301ab1c4e,Cleaned fine-grained classification image. Class: Cyst. Blur score: 92.85.
tiswan_000588,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000588.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,94f084c5e69f7f2fe2ce3742ae5e3843ac012f5b30c8c2fcf024c274312c1457,Cleaned fine-grained classification image. Class: Cyst. Blur score: 105.93.
tiswan_000589,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000589.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,12576bd2bdc9d7e2b7802de9cfc5ef3859c912045a5bf01da04fcb90d7a10f8e,Cleaned fine-grained classification image. Class: Cyst. Blur score: 124.48.
tiswan_000590,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000590.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,5dfb206d08db6c65ba254fd26deb68d7824f68cbed89d01bacd9f61987965e96,Cleaned fine-grained classification image. Class: Cyst. Blur score: 121.27.
tiswan_000591,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000591.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,ef9408eca307005f32f7f4202e27dc143f47a9771ed1da34b5ca121a4c30b146,Cleaned fine-grained classification image. Class: Cyst. Blur score: 84.9.
tiswan_000592,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000592.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,843543160de4e45b36eaf8befdb9c750f2322f4121e432e488d63d0cb0660fc2,Cleaned fine-grained classification image. Class: Cyst. Blur score: 69.95.
tiswan_000593,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000593.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,02db314c0b9b03260668b4bd17e37ab61602f9f464592108ab848805439b1fd2,Cleaned fine-grained classification image. Class: Cyst. Blur score: 289.64.
tiswan_000594,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000594.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,a3df8e2271d370c41ceb3364959b2420cf9b0a0871ff1cd4bbdb5b5a68e05ac0,Cleaned fine-grained classification image. Class: Cyst. Blur score: 234.21.
tiswan_000595,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000595.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,cc06228abf26bec0cc2f006907baa771f60651604d7bcfc4c4842d35ba7d00e9,Cleaned fine-grained classification image. Class: Cyst. Blur score: 117.04.
tiswan_000596,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000596.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,04b14eb872744b9f37c38b884be4c8ee70ca965e1587f19021e97167dc7e8842,Cleaned fine-grained classification image. Class: Cyst. Blur score: 426.07.
tiswan_000597,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000597.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,576d735121b12a96fc20227e7206152db0c39322585d3e75730e10c90bb9191d,Cleaned fine-grained classification image. Class: Cyst. Blur score: 46.37.
tiswan_000598,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000598.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,0628f8cc598087948d93d7fb5140a8ed1c53a51dc3644feff44b7ea64213fac4,Cleaned fine-grained classification image. Class: Cyst. Blur score: 87.82.
tiswan_000599,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000599.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,41a04ebbc20f8af65cf6982ee491f12460bb0b0c9769291c59d9e061c9b79225,Cleaned fine-grained classification image. Class: Cyst. Blur score: 94.03.
tiswan_000600,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000600.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,ffcb2936fb19bf736974f7730db381a1cf20d6d6ec6909b5dcf532e3dcb200dc,Cleaned fine-grained classification image. Class: Cyst. Blur score: 92.6.
tiswan_000601,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000601.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,ff1e0915b479e08b0ab7f0089b9d7d93b64c367672a7bbf7e04933b2c6bef271,Cleaned fine-grained classification image. Class: Cyst. Blur score: 97.7.
tiswan_000602,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000602.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,f4fd4a9412da0c43acee2bae5b42fc50ce87b8de0ec286f38a8e997b8d8d4021,Cleaned fine-grained classification image. Class: Cyst. Blur score: 78.2.
tiswan_000603,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000603.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,40b6b3a1fe7e7bb25bacd004ea5e6cdd96b635bd1889b7e56189a1c850360284,Cleaned fine-grained classification image. Class: Cyst. Blur score: 84.69.
tiswan_000604,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000604.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,243838ae5ae6c580644e91c7dc6411fe84a498d45e308ef47e0d063d6c273a02,Cleaned fine-grained classification image. Class: Cyst. Blur score: 78.21.
tiswan_000605,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000605.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,62e654c04fbff6ba886a31bd2ed72fdf10fa35a9fae71123cbf3c552ed7692e0,Cleaned fine-grained classification image. Class: Cyst. Blur score: 68.41.
tiswan_000606,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000606.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,a1f9d68d3fdab3bac6de6b6158d1b1d99acb2e6a68ab191e53af0174e0f7cade,Cleaned fine-grained classification image. Class: Cyst. Blur score: 80.41.
tiswan_000607,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000607.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,b6b3e03af43a521ac972be817f5558f95d59871e8cb01c6d599cf0ebbb52f8fc,Cleaned fine-grained classification image. Class: Cyst. Blur score: 61.56.
tiswan_000608,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000608.jpg,train,cystic,sharp,non_expert,subtype_classification,acne,1.0,94a26f84e06de4d230acb801cb4c9836163e140d962010a63a47e5983b593e4c,Cleaned fine-grained classification image. Class: Cyst. Blur score: 318.32.
tiswan_000609,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000609.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,ff686e7a6f71f62ae36d80f6c4614f6315dad5d9c77aa953b18db55d97a482e5,Cleaned fine-grained classification image. Class: Cyst. Blur score: 62.93.
tiswan_000610,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000610.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,a42ecc10ee10f9c5608aea3a8088c2ed91222abdb671e53864ad392fb36b2d05,Cleaned fine-grained classification image. Class: Cyst. Blur score: 65.32.
tiswan_000611,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000611.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,483bec8581e46229e2c6fa4cb977306ab908ed924a9676f2bddaf90b864d5218,Cleaned fine-grained classification image. Class: Cyst. Blur score: 94.64.
tiswan_000612,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000612.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,57b767963dd8583c24f21f74f8487291014de3e3cb4548c8afcd636e522c9616,Cleaned fine-grained classification image. Class: Cyst. Blur score: 99.04.
tiswan_000613,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000613.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,43c3dc00096dc317a44420388ef0809dba6b6ece8bab465fc7e6752b7665ad7e,Cleaned fine-grained classification image. Class: Cyst. Blur score: 34.06.
tiswan_000614,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000614.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,30565a73a75a5e5ec8fa0803645e38e4b4b9cda9db4dab791770c405e668607c,Cleaned fine-grained classification image. Class: Cyst. Blur score: 98.46.
tiswan_000615,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000615.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,c2c4759e566ce1c43e8e76f1347942f1c086eee7a57967f18e77d62babae3623,Cleaned fine-grained classification image. Class: Cyst. Blur score: 72.5.
tiswan_000616,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000616.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,9cf70cb5aa6e76b0f48f530dbc90d47adb9047e0c8c4fa6701de036d8ac7804b,Cleaned fine-grained classification image. Class: Cyst. Blur score: 65.05.
tiswan_000617,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000617.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,3bea2ea52e5d654db39ed7c36edfbd6694bde303732b938125dd3db7755f6301,Cleaned fine-grained classification image. Class: Cyst. Blur score: 69.44.
tiswan_000618,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000618.jpg,train,cystic,usable,non_expert,subtype_classification,acne,1.0,df919065502f030ffa7ff3fcb6c7c7b2cda0b29647d7619c717b991612eb28b0,Cleaned fine-grained classification image. Class: Cyst. Blur score: 103.58.
tiswan_000619,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/cystic/tiswan_000619.jpg,train,cystic,borderline,non_expert,subtype_classification,acne,1.0,08ee6985d6768d5db054f3650faa768679ac687a05f671e3b53ecb0b9f3716d5,Cleaned fine-grained classification image. Class: Cyst. Blur score: 43.36.
