image,split,resolution,blur_score,brightness,lesion_density,quality_score,issues
kurnaz_000290.jpg,train,640x640,50.95,112.53,13,Questionable,Moderate Blur
kurnaz_000291.jpg,train,640x640,73.1,127.28,10,Questionable,Moderate Blur
kurnaz_000292.jpg,train,640x640,118.62,229.67,11,Poor,Extreme Glare/Overexposed
kurnaz_000293.jpg,train,640x640,28.97,153.15,5,Poor,Severe Blur
kurnaz_000294.jpg,train,640x640,61.57,161.34,5,Questionable,Moderate Blur
kurnaz_000295.jpg,train,640x640,126.46,152.75,4,Good,None
kurnaz_000296.jpg,train,640x640,164.78,230.2,11,Poor,Extreme Glare/Overexposed
kurnaz_000297.jpg,train,640x640,212.4,219.0,8,Good,None
kurnaz_000298.jpg,train,640x640,43.9,167.86,5,Questionable,Moderate Blur
kurnaz_000299.jpg,train,640x640,104.16,161.16,5,Good,None
kurnaz_000300.jpg,train,640x640,127.75,165.08,5,Good,None
kurnaz_000301.jpg,train,640x640,207.62,167.38,2,Good,None
kurnaz_000302.jpg,train,640x640,24.4,153.35,30,Poor,Severe Blur
kurnaz_000303.jpg,train,640x640,154.01,196.29,6,Good,None
kurnaz_000304.jpg,train,640x640,32.1,208.89,19,Questionable,Moderate Blur
kurnaz_000305.jpg,train,640x640,75.33,192.83,13,Questionable,Moderate Blur
kurnaz_000306.jpg,train,640x640,241.72,209.19,5,Good,None
kurnaz_000307.jpg,train,640x640,129.24,169.81,9,Good,None
kurnaz_000308.jpg,train,640x640,98.51,159.72,9,Questionable,Moderate Blur
kurnaz_000309.jpg,train,640x640,109.27,204.84,13,Good,None
kurnaz_000310.jpg,train,640x640,21.6,157.05,24,Poor,Severe Blur
kurnaz_000311.jpg,train,640x640,132.0,200.41,21,Good,None
kurnaz_000312.jpg,train,640x640,36.22,193.29,21,Questionable,Moderate Blur
kurnaz_000313.jpg,train,640x640,71.49,168.22,7,Questionable,Moderate Blur
kurnaz_000314.jpg,train,640x640,130.73,204.3,2,Good,None
kurnaz_000315.jpg,train,640x640,164.24,186.55,4,Good,None
kurnaz_000316.jpg,train,640x640,114.31,176.2,4,Good,None
kurnaz_000317.jpg,train,640x640,28.05,177.59,14,Poor,Severe Blur
kurnaz_000318.jpg,train,640x640,34.94,183.53,14,Questionable,Moderate Blur
kurnaz_000319.jpg,train,640x640,24.76,125.24,4,Poor,Severe Blur
kurnaz_000320.jpg,train,640x640,42.32,205.23,18,Questionable,Moderate Blur
kurnaz_000321.jpg,train,640x640,68.21,186.47,18,Questionable,Moderate Blur
kurnaz_000322.jpg,train,640x640,24.66,145.38,6,Poor,Severe Blur
kurnaz_000323.jpg,train,640x640,29.29,142.31,6,Poor,Severe Blur
kurnaz_000324.jpg,train,640x640,27.9,155.44,14,Poor,Severe Blur
kurnaz_000325.jpg,train,640x640,250.49,152.79,14,Good,None
kurnaz_000326.jpg,train,640x640,88.9,231.4,7,Poor,Moderate Blur | Extreme Glare/Overexposed
kurnaz_000327.jpg,train,640x640,137.3,166.69,9,Good,None
kurnaz_000328.jpg,train,640x640,66.68,145.04,26,Questionable,Moderate Blur
kurnaz_000329.jpg,train,640x640,60.51,146.95,4,Questionable,Moderate Blur
kurnaz_000330.jpg,train,640x640,34.48,145.11,4,Questionable,Moderate Blur
kurnaz_000331.jpg,train,640x640,31.46,153.18,8,Questionable,Moderate Blur
kurnaz_000332.jpg,train,640x640,201.75,175.37,8,Good,None
kurnaz_000333.jpg,train,640x640,445.08,177.69,8,Good,None
kurnaz_000334.jpg,train,640x640,168.42,164.22,6,Good,None
kurnaz_000335.jpg,train,640x640,74.52,161.12,6,Questionable,Moderate Blur
kurnaz_000336.jpg,train,640x640,43.8,229.76,17,Poor,Moderate Blur | Extreme Glare/Overexposed
kurnaz_000337.jpg,train,640x640,304.46,225.23,17,Poor,Extreme Glare/Overexposed
kurnaz_000338.jpg,train,640x640,70.21,111.65,14,Questionable,Moderate Blur
kurnaz_000339.jpg,train,640x640,73.74,144.52,6,Questionable,Moderate Blur
kurnaz_000340.jpg,train,640x640,24.19,221.11,14,Poor,Severe Blur
kurnaz_000341.jpg,train,640x640,155.0,208.74,24,Good,None
kurnaz_000342.jpg,train,640x640,183.18,164.56,17,Good,None
kurnaz_000343.jpg,train,640x640,28.88,229.47,8,Poor,Severe Blur | Extreme Glare/Overexposed
kurnaz_000344.jpg,train,640x640,242.32,206.6,13,Good,None
kurnaz_000345.jpg,train,640x640,44.81,215.32,13,Questionable,Moderate Blur
kurnaz_000346.jpg,train,640x640,47.9,205.3,20,Questionable,Moderate Blur
kurnaz_000347.jpg,train,640x640,56.42,173.45,5,Questionable,Moderate Blur
kurnaz_000348.jpg,train,640x640,88.97,165.98,5,Questionable,Moderate Blur
kurnaz_000349.jpg,train,640x640,25.53,160.92,20,Poor,Severe Blur
kurnaz_000350.jpg,train,640x640,75.94,117.88,32,Questionable,Moderate Blur
kurnaz_000351.jpg,train,640x640,61.82,179.36,10,Questionable,Moderate Blur
kurnaz_000352.jpg,train,640x640,24.67,163.23,9,Poor,Severe Blur
kurnaz_000353.jpg,train,640x640,100.48,161.65,9,Good,None
kurnaz_000354.jpg,train,640x640,354.8,232.37,5,Poor,Extreme Glare/Overexposed
kurnaz_000355.jpg,train,640x640,90.42,148.64,4,Questionable,Moderate Blur
kurnaz_000356.jpg,train,640x640,56.24,128.07,5,Questionable,Moderate Blur
kurnaz_000357.jpg,train,640x640,21.49,126.79,5,Poor,Severe Blur
kurnaz_000358.jpg,train,640x640,155.6,171.58,7,Good,None
kurnaz_000359.jpg,train,640x640,26.8,171.38,7,Poor,Severe Blur
kurnaz_000360.jpg,train,640x640,56.57,143.03,10,Questionable,Moderate Blur
kurnaz_000361.jpg,train,640x640,37.98,203.59,16,Questionable,Moderate Blur
kurnaz_000362.jpg,train,640x640,194.06,204.99,16,Good,None
kurnaz_000363.jpg,train,640x640,48.18,122.51,5,Questionable,Moderate Blur
kurnaz_000364.jpg,train,640x640,511.3,238.17,10,Poor,Extreme Glare/Overexposed
kurnaz_000443.jpg,test,640x640,143.01,186.38,8,Good,None
kurnaz_000444.jpg,test,640x640,20.39,169.03,10,Poor,Severe Blur
kurnaz_000445.jpg,test,640x640,351.39,162.1,6,Good,None
kurnaz_000446.jpg,test,640x640,433.95,178.92,28,Good,None
kurnaz_000447.jpg,test,640x640,137.57,142.9,17,Good,None
kurnaz_000448.jpg,test,640x640,190.58,140.04,17,Good,None
kurnaz_000449.jpg,test,640x640,195.06,187.31,17,Good,None
kurnaz_000450.jpg,test,640x640,297.75,190.58,9,Good,None
kurnaz_000451.jpg,test,640x640,224.38,145.61,3,Good,None
kurnaz_000452.jpg,test,640x640,93.26,191.24,6,Questionable,Moderate Blur
kurnaz_000453.jpg,test,640x640,112.7,168.6,17,Good,None
kurnaz_000454.jpg,test,640x640,404.03,156.52,5,Good,None
kurnaz_000455.jpg,test,640x640,24.13,183.02,13,Poor,Severe Blur
kurnaz_000456.jpg,test,640x640,804.81,169.37,7,Excellent,None
kurnaz_000457.jpg,test,640x640,184.29,135.38,62,Good,None
kurnaz_000458.jpg,test,640x640,179.11,126.84,9,Good,None
kurnaz_000459.jpg,test,640x640,36.13,98.95,30,Questionable,Moderate Blur
kurnaz_000460.jpg,test,640x640,246.19,165.33,17,Good,None
kurnaz_000461.jpg,test,640x640,283.82,184.53,7,Good,None
kurnaz_000462.jpg,test,640x640,323.5,178.02,7,Good,None
kurnaz_000463.jpg,test,640x640,293.81,192.42,18,Good,None
kurnaz_000464.jpg,test,640x640,1503.65,149.01,16,Excellent,None
kurnaz_000465.jpg,test,640x640,821.95,114.41,61,Excellent,None
kurnaz_000466.jpg,test,640x640,709.27,153.15,14,Excellent,None
kurnaz_000467.jpg,test,640x640,337.57,139.87,10,Good,None
kurnaz_000468.jpg,test,640x640,194.16,190.63,15,Good,None
kurnaz_000469.jpg,test,640x640,131.15,158.08,6,Good,None
kurnaz_000470.jpg,test,640x640,147.99,138.25,7,Good,None
kurnaz_000471.jpg,test,640x640,23.42,156.92,11,Poor,Severe Blur
kurnaz_000472.jpg,test,640x640,179.86,178.94,5,Good,None
kurnaz_000473.jpg,test,640x640,114.06,163.83,14,Good,None
kurnaz_000474.jpg,test,640x640,103.52,140.31,18,Good,None
kurnaz_000475.jpg,test,640x640,66.37,150.48,18,Questionable,Moderate Blur
kurnaz_000476.jpg,test,640x640,97.89,154.83,18,Questionable,Moderate Blur
kurnaz_000477.jpg,test,640x640,178.22,194.43,5,Good,None
kurnaz_000478.jpg,test,640x640,107.1,145.84,5,Good,None
kurnaz_000479.jpg,test,640x640,93.79,150.07,5,Questionable,Moderate Blur
kurnaz_000480.jpg,test,640x640,148.11,158.52,0,Questionable,No Annotations
kurnaz_000481.jpg,test,640x640,565.93,176.24,6,Excellent,None
kurnaz_000482.jpg,test,640x640,70.31,178.9,6,Questionable,Moderate Blur
kurnaz_000483.jpg,test,640x640,35.83,106.24,10,Questionable,Moderate Blur
kurnaz_000484.jpg,test,640x640,45.59,135.08,2,Questionable,Moderate Blur
kurnaz_000485.jpg,test,640x640,40.55,159.96,15,Questionable,Moderate Blur
kurnaz_000486.jpg,test,640x640,39.43,161.38,5,Questionable,Moderate Blur
kurnaz_000487.jpg,test,640x640,308.21,118.5,7,Good,None
kurnaz_000488.jpg,test,640x640,105.51,173.24,7,Good,None
kurnaz_000489.jpg,test,640x640,140.9,146.84,14,Good,None
kurnaz_000490.jpg,test,640x640,55.96,147.94,14,Questionable,Moderate Blur
kurnaz_000491.jpg,test,640x640,45.43,148.53,22,Questionable,Moderate Blur
kurnaz_000492.jpg,test,640x640,48.0,176.11,8,Questionable,Moderate Blur
kurnaz_000493.jpg,test,640x640,301.95,178.13,4,Good,None
kurnaz_000494.jpg,test,640x640,104.5,137.99,11,Good,None
kurnaz_000495.jpg,test,640x640,88.28,134.65,11,Questionable,Moderate Blur
kurnaz_000496.jpg,test,640x640,246.05,183.49,8,Good,None
kurnaz_000497.jpg,test,640x640,56.28,147.36,18,Questionable,Moderate Blur
kurnaz_000498.jpg,test,640x640,233.76,207.49,5,Good,None
kurnaz_000499.jpg,test,640x640,76.52,187.82,21,Questionable,Moderate Blur
kurnaz_000500.jpg,test,640x640,58.57,109.68,6,Questionable,Moderate Blur
kurnaz_000501.jpg,test,640x640,181.49,233.66,9,Poor,Extreme Glare/Overexposed
kurnaz_000502.jpg,test,640x640,56.23,174.51,12,Questionable,Moderate Blur
kurnaz_000503.jpg,test,640x640,81.59,166.98,8,Questionable,Moderate Blur
kurnaz_000504.jpg,test,640x640,23.82,230.5,11,Poor,Severe Blur | Extreme Glare/Overexposed
kurnaz_000505.jpg,test,640x640,93.81,164.48,24,Questionable,Moderate Blur
kurnaz_000506.jpg,test,640x640,109.19,187.41,21,Good,None
kurnaz_000507.jpg,test,640x640,70.93,205.56,2,Questionable,Moderate Blur
kurnaz_000508.jpg,test,640x640,31.83,167.27,4,Questionable,Moderate Blur
kurnaz_000509.jpg,test,640x640,50.65,189.6,11,Questionable,Moderate Blur
kurnaz_000510.jpg,test,640x640,52.01,163.62,9,Questionable,Moderate Blur
kurnaz_000511.jpg,test,640x640,36.79,139.0,26,Questionable,Moderate Blur
kurnaz_000512.jpg,test,640x640,23.28,142.59,26,Poor,Severe Blur
kurnaz_000513.jpg,test,640x640,32.85,103.16,13,Questionable,Moderate Blur
kurnaz_000514.jpg,test,640x640,45.85,190.56,13,Questionable,Moderate Blur
kurnaz_000515.jpg,test,640x640,182.16,176.56,16,Good,None
kurnaz_000516.jpg,test,640x640,179.51,183.37,5,Good,None
kurnaz_000517.jpg,test,640x640,20.13,201.01,3,Poor,Severe Blur
kurnaz_000518.jpg,test,640x640,75.46,124.87,32,Questionable,Moderate Blur
kurnaz_000519.jpg,test,640x640,158.24,225.5,5,Poor,Extreme Glare/Overexposed
kurnaz_000520.jpg,test,640x640,27.7,234.94,10,Poor,Severe Blur | Extreme Glare/Overexposed
